X,Y,OBJECTID,FOLIO,PHASE,TASK_NAME,HNUM,PRE_DIR,ST_NAME,ST_TYPE,PERMITTYPE,PERMITNO,FILENO,LAT,LON,POINT_X,POINT_Y,CLASSIFCTN
-80.291603439854001,25.804865370820284,29,3030250010100,02,MDAD-NW CARGO AREA, , , , ,ARP,13,14974,25.80486,-80.2916,889227.3334,535394.2268,CONTAMINATED
-80.291505245010299,25.806844705525574,30,3030250010100,02,MDAD-NW CARGO AREA, , , , ,ARP,13,14974,25.80684,-80.2915,889255.7671,536113.816,CONTAMINATED
-80.291162351778127,25.806373656366215,31,3030250010100,02,MDAD-NW CARGO AREA, , , , ,ARP,13,14974,25.80637,-80.29116,889369.5015,535943.2143,CONTAMINATED
-80.289422793874834,25.807117374393457,32,3030250010100,02,MDAD-NW CARGO AREA, , , , ,ARP,13,14974,25.80711,-80.28942,889940.361,536216.6144,CONTAMINATED
-80.307313012252678,25.795877217262106,33,3030350000010,02,MDAD-AERODEX, , , , ,ARP,15,10428,25.79587,-80.30731,884075.9764,532099.8634,CONTAMINATED
-80.304807045884942,25.797446124227505,34,3030350000010,02,MDAD-AERODEX, , , , ,ARP,15,10428,25.79744,-80.3048,884897.5054,532674.4471,CONTAMINATED
-80.304047029832077,25.79548230792097,35,3030350000010,02,MDAD-AERODEX, , , , ,ARP,15,10428,25.79548,-80.30404,885151.344,531961.9957,CONTAMINATED
-80.301471025414898,25.791752643281033,36,3030350000010,02,MDAD-AERODEX, , , , ,ARP,15,10428,25.79175,-80.30147,886006.1235,530610.8928,CONTAMINATED
-80.301360105935217,25.796379788058317,37,3030350000010,02,MDAD-AERODEX, , , , ,ARP,15,10428,25.79638,-80.30136,886033.697,532292.8781,CONTAMINATED
-80.299723098806439,25.789733852061183,38,3030350000010,02,MDAD-AERODEX, , , , ,ARP,15,10428,25.78973,-80.29972,886585.1676,529880.1943,CONTAMINATED
-80.298689212474571,25.794546207724771,39,3030350000010,02,MDAD-AERODEX, , , , ,ARP,15,10428,25.79454,-80.29869,886916.0499,531631.1134,CONTAMINATED
-80.296943531654307,25.792148077840174,40,3030350000010,02,MDAD-AERODEX, , , , ,ARP,15,10428,25.79214,-80.29694,887495.0941,530762.5472,CONTAMINATED
-80.2693125231213,25.889579366928157,41,0821290000060,06,"COLORTEX DYEING & FINISHING, I",4300,NW,128,ST,HWR,3,14212,25.88957,-80.26931,896390,566225,CONTAMINATED
-80.211419035160873,25.796451244249866,42,0131260540030,02,ALERT PLATING,2120,NW,10,AVE,HWR,7,8873,25.79645,-80.21142,915627,532486,CONTAMINATED
-80.194707364214992,25.84844664019278,43,0131120120050,12,SOUTHERN BELL LITTLE RIVER (AKA BST,100,NE,80,TER,HWR,14,7866,25.84844,-80.1947,921010,551418,CLOSED WITH RESTRICTIONS
-80.214015739457139,25.840931418732378,44,3031110354380,02,BATACO INDUSTRIES (JAA INDUSTRIAL WASTE),1015,NW,72,ST,HWR,16,8458,25.84093,-80.21401,914676,548648,CONTAMINATED
-80.235849974258969,25.843535079885498,45,3031100740040,02,PIC TRACT DE, , , , ,HWR,27,15989,25.84353,-80.23585,907489,549552,CONTAMINATED
-80.228362182192541,25.844356640629162,46,3031100000370,12,DCPS-L.C. EVANS ELEMENTARY,1895,NW,75,ST,HWR,33,9047,25.84435,-80.22836,909950,549865,CLOSED WITH RESTRICTIONS
-80.240467343565427,25.793661968540025,47,0131330070030,02,ORKIN (FDEP LEAD),1960,NW,27,AVE,HWR,36,7965,25.79366,-80.24046,906075,531416,CONTAMINATED
-80.236829361599177,25.843476949868087,48,3031100740030,02,PIC TRACT CE,7527,NW,24,AVE,HWR,39,15993,25.84347,-80.23683,907167,549529,CONTAMINATED
-80.311660683954642,25.83660943525668,49,3030140310010,06,MIAMI DRUM SERVICE/SUPERFUND SITE,7049,NW,70,ST,HWR,43,14722,25.8366,-80.31166,882568,546897,CONTAMINATED
-80.289244008472053,25.844881938594011,50,0431070062040,12,STANDARD AUTO BUMPER/SUPERFUND SITE,2500,W,3,CT,HWR,44,9058,25.84488,-80.28924,889925,549943,CLOSED WITH RESTRICTIONS
-80.244632572823093,25.794368732618256,51,3031280010021,01,BOJEAN BOATYARD,3041,NW,SOUTH RIVER,DR,HWR,49,14726,25.79436,-80.24463,904703,531665,CONTAMINATED
-80.193761457085429,25.796425958101345,52,0131250730010,12,FPL-OVERTOWN SUBSTATION,77,NE,20,ST,HWR,56,8778,25.79642,-80.19376,921437,532512,CLOSED WITH RESTRICTIONS
-80.261717280868794,25.868600976155847,53,0421320130400,01,INTERSTATE ENTERPRISES INC. A/K/A SOUTHERN PLATING,4970,E,10,LN,HWR,64,14735,25.8686,-80.26171,898930,558614,CONTAMINATED
-80.40354532452487,25.537636633397089,54,3069230001045,01,FPL-PRINCETON SUBSTATION,13089,SW,248,ST,HWR,471,16971,25.53763,-80.40354,852836,438087,CONTAMINATED
-80.203341316752429,25.784100735432894,55,0101010201010,12,FPL-RAILWAY SUBSTATION,1040,NW,5,AVE,HWR,472,16972,25.7841,-80.20334,918312,528013,CLOSED WITH RESTRICTIONS
-80.144769919654422,25.954358050533052,56,2822030450030,12,FPL-OJUS SUBSTATION,2801,NE,193,ST,HWR,473,16973,25.95435,-80.14477,937183,590018,CLOSED WITH RESTRICTIONS
-80.359873506900144,25.806636794687797,57,3530290270040,12,COSTA DEL SOL GOLF COURSE,9701, ,COSTA DEL SOL,BLVD,HWR,476,16995,25.80663,-80.35987,866763,535923,CLOSED WITH RESTRICTIONS
-80.343065188907801,25.733283243307287,58,3040160022840,06,DIRECT FUEL SPOT LLC,9101,SW,40,ST,UT,4,6844,25.73328,-80.34306,872425.8279,509289.2489,CONTAMINATED
-80.305784490169188,25.747782580924504,59,3040140120210,02,OWENS OIL CO,6800,SW,24,ST,UT,5,6845,25.74778,-80.30578,884671,514622,CONTAMINATED
-80.228674855200225,25.927446202051318,60,3421100014060,06,FORMER QUALITY SERVICE STATION,16700,NW,17,AVE,UT,6,6846,25.92744,-80.22867,909669.6529,580064.9813,CONTAMINATED
-80.212007714641288,25.908064896931606,61,3021230150970,02,"FRANK'S AUTO REPAIR, INC.",14540,NW,7,AVE,UT,7,4923,25.90806,-80.21201,915190,573053,CONTAMINATED
-80.324720679016067,25.663237026605373,62,2050100250070,01,SUNNILAND AMOCO,11675,S,DIXIE,HWY,UT,10,6848,25.66323,-80.32472,878595,483861,CONTAMINATED
-80.187788724949669,25.947776593748401,63,3022060000121,01,GSA FLEET MANAGEMENT,18701,NE,6,AVE,UT,13,1132,25.94777,-80.18779,923061.9228,587535.7708,CONTAMINATED
-80.346107369550083,25.834336401372671,64,3030160000010,02,GSA FLEET MGMT - SHOP 3,8801,NW,58,ST,UT,14,1134,25.83433,-80.3461,871242,546013,CONTAMINATED
-80.311211327784903,25.808659478259639,65,3030260000021,01,GSA-TRAFFIC SIGNALS/SIGNS YARD,7100,NW,36,ST,UT,15,6851,25.80865,-80.31121,882769,536739,CONTAMINATED
-80.206741151743614,25.84733566161081,66,0131120210260,01,TEXACO,7907,NW,6,AVE,UT,18,6854,25.84733,-80.20674,917054.6401,550990.1206,CONTAMINATED
-80.12959376687148,25.813655118088828,67,0232270171310,05,ARTHUR GODFREY ROAD TEXACO INC,508, ,41,ST,UT,21,6857,25.81365,-80.12959,942509.0778,538908.7604,CONTAMINATED
-80.122176581488063,25.856974556543953,68,0232110020480,01,"OCEAN TEXACO, INC",7145, ,ABBOTT,AVE,UT,23,6859,25.85697,-80.12217,944844.1264,554670.4552,CONTAMINATED
-80.245960264846715,25.942006028659669,69,3421040010600,01,U-HAUL CENTER OF CAROL CITY-(MDTA N CORIDOR PARCEL 274,18400,NW,27,AVE,UT,24,6860,25.942,-80.24596,903958,585324,CONTAMINATED
-80.220154067032382,25.751289232319401,70,0141110030010,01,IGESE TEXACO INC.,1601,SW,22,ST,UT,26,6862,25.75128,-80.22015,912850.0365,516054.0596,CONTAMINATED
-80.23850529003424,25.749924930896707,71,0141160080010,02,"SUNSHINE TEXACO, INC",2200,SW,27,AVE,UT,28,6864,25.74992,-80.2385,906812.4607,515522.8843,CONTAMINATED
-80.23850529003424,25.749924930896707,72,0141160080010,06,"SUNSHINE TEXACO, INC",2200,SW,27,AVE,UT,28,6864,25.74992,-80.2385,906812.4607,515522.8843,CONTAMINATED
-80.475490270040964,25.447615673029038,73,1679300010242,01,SHELL-GATEWAY,10,SE,1,AVE,UT,32,6868,25.44761,-80.47549,829242.1305,405269.754,CONTAMINATED
-80.475490270040964,25.447615673029038,74,1679300010242,01,SHELL-GATEWAY,10,SE,1,AVE,UT,32,6868,25.44761,-80.47549,829242.1305,405269.754,CONTAMINATED
-80.475490270040964,25.447615673029038,75,1679300010242,01,SHELL-GATEWAY,10,SE,1,AVE,UT,32,6868,25.44761,-80.47549,829242.1305,405269.754,CONTAMINATED
-80.47788861374606,25.484652963742256,76,1078120060011,01,MACA CORP.,1500,N,KROME,AVE,UT,33,3598,25.48465,-80.47789,828397.9826,418727.422,CONTAMINATED
-80.47788861374606,25.484652963742256,77,1078120060011,06,MACA CORP.,1500,N,KROME,AVE,UT,33,3598,25.48465,-80.47789,828397.9826,418727.422,CONTAMINATED
-80.319905956129887,25.673690085853938,78,2050100060180,02,TEXACO SERVICE STATION,10401,S,DIXIE,HWY,UT,38,11700,25.67369,-80.3199,880161.413,487668.341,CONTAMINATED
-80.352072273766467,25.761232866703502,79,3040090000150,05,M. F. TEXACO,9646,SW,8,ST,UT,39,6872,25.76123,-80.35207,869410.7759,519433.0854,CONTAMINATED
-80.316340275967576,25.762927554477571,80,0140020032271,01,WESTAR,7411,SW,8,ST,UT,43,6875,25.76292,-80.31634,881167.8814,520108.4336,CONTAMINATED
-80.154789030342528,25.926530664547254,81,0722160240010,01,U HAUL CENTER OF N. MIAMI BEAC,2269,NE,163,ST,UT,47,2010,25.92653,-80.15479,933956,579882,CONTAMINATED
-80.32383822258997,25.761888117281629,82,3040100090640,01,MENFER TEXACO,7850,SW,8,ST,UT,48,6878,25.76188,-80.32384,878702.0866,519717.9111,CONTAMINATED
-80.481985430006617,25.440860556897565,83,1678250000270,01,"FLORIDA ROCK & SAND CO., INC.",354,SW,7,ST,UT,50,6880,25.44086,-80.48198,827108.3971,402806.3149,CONTAMINATED
-80.170621520119838,25.964434759985426,84,3012320120010,01,B.P. OIL SERVICE STATION,1550, ,IVES DAIRY,RD,UT,55,6884,25.96443,-80.17062,928664.9799,593625.9936,CONTAMINATED
-80.162553721807072,25.945693689515597,85,0722040100011,01,"SKYLAKE AUTO CENTER, INC",18499,NE,19,AVE,UT,58,6887,25.94569,-80.16255,931359.4005,586830.9217,CONTAMINATED
-80.162553721807072,25.945693689515597,86,0722040100011,01,"SKYLAKE AUTO CENTER, INC",18499,NE,19,AVE,UT,58,6887,25.94569,-80.16255,931359.4005,586830.9217,CONTAMINATED
-80.47563398521504,25.462799646933707,87,1079180000151,02,RYAN AUTO BROKERS,792,S,HOMESTEAD,BLVD,UT,66,6894,25.4628,-80.47563,829173,410788,CONTAMINATED
-80.312330293557309,25.945668103293066,88,3020020000010,01,PROS-COUNTRY CLUB OF MIAMI,6801, ,MIAMI GARDENS,DR,AW,168,4356,25.94566,-80.31233,882140,586535,CONTAMINATED
-80.27825658936618,25.738327249071961,89,0341180062290,02,BILTMORE GOLF COURSE,1001, ,BIRD,RD,AW,271,8589,25.73832,-80.27825,893751,511234,CONTAMINATED
-80.308474838443914,25.841255013418071,90,2230110021160,12,JEFFERSON SMURFIT CORP.,6891,NW,74,ST,IW,22,8500,25.84125,-80.30847,883607,548591,CLOSED WITH RESTRICTIONS
-80.260763650024415,25.861065876243138,91,0431050041200,02,FEDERAL BATTERY AND CABLE,4198,E,11,AVE,IW,35,8616,25.86106,-80.26076,899259,555877,CONTAMINATED
-80.307339879066177,25.797517507794232,92,3030260000110,01,"AJAX CHEMICAL, INC.",2550,NW,68,AVE,IW,84,13530,25.79751,-80.30734,884064,532696,CONTAMINATED
-80.320130128912425,25.833017588270106,93,3030140100084,06,CYCLO CHEMICAL COMPANY,7500,NW,66,ST,IW,98,10044,25.83301,-80.32013,879789,545577,CONTAMINATED
-80.223676193276461,25.797378343768393,94,0131270450440,01,UDPS UPSILON-DAVIS (FDEP LEAD),2196,NW,17,AVE,IW,112,10050,25.79737,-80.22367,911592,532799,CONTAMINATED
-80.342053835018206,25.861977053029285,95,2230040010050,01,URBIETA OIL COMPANY,9701,NW,89,AVE,IW,118,8438,25.86197,-80.34205,872525,556066,CONTAMINATED
-80.317443295745377,25.844554980910086,96,2230110020635,06,PET CHEMICAL (FDEP LEAD AGENCY),7781,NW,73,CT,IW,142,13531,25.84455,-80.31744,880651,549775,CONTAMINATED
-80.197200065160928,25.940241827712462,97,3021120230081,02,ASHLAND CHEMICAL: RCRA SITE,200,NE,181,ST,IW,180,6847,25.94024,-80.1972,919986,584778,CONTAMINATED
-80.335821504138366,25.858974509617219,98,2230030010570,06,U.S. FOUNDRY AND MFG. CORP.(FDEP LEAD),8351,NW,93,ST,IW,188,7595,25.85897,-80.33582,874580,554985,CONTAMINATED
-80.256977642767325,25.843570415801128,99,3031090250090,06,ANACONDA MILAGRO (SUPERFUND),3601,NW,76,ST,IW,195,6143,25.84357,-80.25697,900540,549525,CONTAMINATED
-80.25872750883849,25.824279071962437,100,0431170000100,06,STANDARD WELDING SUPPLY,3799,NW,54,ST,IW,200,10080,25.82427,-80.25872,900004,542510,CONTAMINATED
-80.256913619837022,25.853328884225636,101,3031040000130,12,"BURRIS CHEMICAL, INC.",8700,NW,36,AVE,IW,204,10083,25.85332,-80.25691,900541,553072,CLOSED WITH RESTRICTIONS
-80.20670357252034,25.796244013168582,102,0131250350200,01,INDUSTRIAL EQUIPMENT/DISPLAY DEPOT,2055,NW,7,AVE,IW,321,3539,25.79624,-80.2067,917179,532420,CONTAMINATED
-80.161610593166685,25.908857957556343,103,0622210060180,06,QUALITY CHEMICAL COMPANY,1835,NE,144,ST,IW,335,10141,25.90885,-80.16161,931755,573444,CONTAMINATED
-80.318615524427628,25.842144837241836,104,2230110020710,06,ASSOCIATED PAINT & PLASTICS/ASTRO,7575,NW,74,AVE,IW,341,10146,25.84214,-80.31861,880270,548897,CONTAMINATED
-80.315906735536728,25.831003063474856,105,3030140100360,05,TURBO POWER (FDEP LEAD),6321,NW,74,AVE,IW,359,10063,25.831,-80.3159,881182,544852,CONTAMINATED
-80.341218309277508,25.81572913786237,106,3530210010010,06,DORAL GOLF RESORT & SPA,8930,NW,58,ST,IW,413,7795,25.81572,-80.34122,872884,539258,CONTAMINATED
-80.273884602964401,25.908269982359862,107,0821200000010,02,OGA-SITE 2-BLDG 110, , , , ,ARP,53,15051,25.90827,-80.27388,894849.2162,573010.1066,CONTAMINATED
-80.273202512169163,25.907278408393161,108,0821200000010,02,OGA-SITE 2-BLDG 110, , , , ,ARP,53,15051,25.90727,-80.2732,895075.4314,572650.9428,CONTAMINATED
-80.273034716755546,25.910099245959419,109,0821200000010,02,OGA-SITE 2-BLDG 110, , , , ,ARP,53,15051,25.91009,-80.27303,895124.9052,573676.5358,CONTAMINATED
-80.27223865759855,25.909264271028622,110,0821200000010,02,OGA-SITE 2-BLDG 110, , , , ,ARP,53,15051,25.90926,-80.27224,895388.2676,573374.4997,CONTAMINATED
-80.270985541913177,25.90693083657251,111,0821200000010,02,OGA-SITE 2-BLDG 110, , , , ,ARP,53,15051,25.90693,-80.27098,895804.9055,572528.6565,CONTAMINATED
-80.264246685180595,25.903449457316185,112,0821200000010,02,OGA-SITE 2-BLDG 110, , , , ,ARP,53,15051,25.90344,-80.26424,898027.2369,571275.6541,CONTAMINATED
-80.273884602964401,25.908269982359862,113,0821200000010,01,OGA-SITE 3-WASH RACK, , , , ,ARP,53,15051,25.90827,-80.27388,894849.2162,573010.1066,CONTAMINATED
-80.273202512169163,25.907278408393161,114,0821200000010,01,OGA-SITE 3-WASH RACK, , , , ,ARP,53,15051,25.90727,-80.2732,895075.4314,572650.9428,CONTAMINATED
-80.273034716755546,25.910099245959419,115,0821200000010,01,OGA-SITE 3-WASH RACK, , , , ,ARP,53,15051,25.91009,-80.27303,895124.9052,573676.5358,CONTAMINATED
-80.27223865759855,25.909264271028622,116,0821200000010,01,OGA-SITE 3-WASH RACK, , , , ,ARP,53,15051,25.90926,-80.27224,895388.2676,573374.4997,CONTAMINATED
-80.270985541913177,25.90693083657251,117,0821200000010,01,OGA-SITE 3-WASH RACK, , , , ,ARP,53,15051,25.90693,-80.27098,895804.9055,572528.6565,CONTAMINATED
-80.264246685180595,25.903449457316185,118,0821200000010,01,OGA-SITE 3-WASH RACK, , , , ,ARP,53,15051,25.90344,-80.26424,898027.2369,571275.6541,CONTAMINATED
-80.273884602964401,25.908269982359862,119,0821200000010,02,MDAD-FRMR AQUAGAS TANK FARM (USE 139813982), , , , ,ARP,53,15051,25.90827,-80.27388,894849.2162,573010.1066,CONTAMINATED
-80.273202512169163,25.907278408393161,120,0821200000010,02,MDAD-FRMR AQUAGAS TANK FARM (USE 139813982), , , , ,ARP,53,15051,25.90727,-80.2732,895075.4314,572650.9428,CONTAMINATED
-80.273034716755546,25.910099245959419,121,0821200000010,02,MDAD-FRMR AQUAGAS TANK FARM (USE 139813982), , , , ,ARP,53,15051,25.91009,-80.27303,895124.9052,573676.5358,CONTAMINATED
-80.27223865759855,25.909264271028622,122,0821200000010,02,MDAD-FRMR AQUAGAS TANK FARM (USE 139813982), , , , ,ARP,53,15051,25.90926,-80.27224,895388.2676,573374.4997,CONTAMINATED
-80.270985541913177,25.90693083657251,123,0821200000010,02,MDAD-FRMR AQUAGAS TANK FARM (USE 139813982), , , , ,ARP,53,15051,25.90693,-80.27098,895804.9055,572528.6565,CONTAMINATED
-80.264246685180595,25.903449457316185,124,0821200000010,02,MDAD-FRMR AQUAGAS TANK FARM (USE 139813982), , , , ,ARP,53,15051,25.90344,-80.26424,898027.2369,571275.6541,CONTAMINATED
-80.333710596171343,25.857446116535368,125,2230030010500,12,ALLIED UNIVERSAL CORP.(ACID CONT.),8350,NW,93,ST,IW,11,8147,25.85744,-80.33371,875277,554433,CLOSED WITH RESTRICTIONS
-80.254028503333956,25.836286406767197,126,3031160100080,06,MOSS SOAP & CHEMICAL COMPANY(H2SO4 SPILL),6900,NW,35,AVE,IW,21,10019,25.83628,-80.25403,901525,546883,CONTAMINATED
-80.254028503333956,25.836286406767197,127,3031160100080,06,MOSS SOAP & CHEMICAL COMPANY(SEPTIC TANK),6900,NW,35,AVE,IW,21,10019,25.83628,-80.25403,901525,546883,CONTAMINATED
-80.269164600238412,25.799403943290017,128,3031290000011,02,MDAD-FORMER PAMB (AREA 6) NON PETRO, , , , ,ARP,3,7691,25.7994,-80.26916,896620.8921,533449.5589,CONTAMINATED
-80.269153140430333,25.79787685376321,129,3031290000011,02,MDAD-FORMER PAMB (AREA 6) NON PETRO, , , , ,ARP,3,7691,25.79787,-80.26915,896627.7442,532894.5383,CONTAMINATED
-80.268451116917248,25.796893008505911,130,3031290000011,02,MDAD-FORMER PAMB (AREA 6) NON PETRO, , , , ,ARP,3,7691,25.79689,-80.26845,896860.7158,532538.2288,CONTAMINATED
-80.267760546924066,25.797436248122462,131,3031290000011,02,MDAD-FORMER PAMB (AREA 6) NON PETRO, , , , ,ARP,3,7691,25.79743,-80.26776,897086.8353,532736.9399,CONTAMINATED
-80.222755321295566,25.765407207286984,132,0141100632820,01,GALMY'S 76,1702,SW,8,ST,UT,513,7230,25.7654,-80.22275,911963.5612,521180.3844,CONTAMINATED
-80.335558186369028,25.579090022020939,133,3660090020460,01,LASTRA SERVICE STATION,20245, ,FRANJO,RD,UT,515,7232,25.57909,-80.33556,875178.5496,453259.5329,CONTAMINATED
-80.366469777640944,25.578492489831834,134,3660070000036,02,AMERICAN,10801, ,CARIBBEAN,BLVD,UT,517,7234,25.57849,-80.36647,864990.3497,452992.5283,CONTAMINATED
-80.46376897495864,25.481203112121605,135,1079070040010,06,SUNOCO         (FAC ID # 8622123 ON PCT),1106,N,HOMESTEAD,BLVD,UT,518,7235,25.4812,-80.46377,833060.8018,417492.1187,CONTAMINATED
-80.318106627920855,25.676919113970303,136,2050020080040,02,"FLORIDA GASOLINE STATIONS, INC/CARL'S FURNITURE",10045,S,DIXIE,HWY,UT,520,5834,25.67691,-80.3181,880748,488845,CONTAMINATED
-80.237226509481204,25.732326571440744,137,0141220010530,05,CHEVRON,2699, ,TIGERTAIL,AVE,UT,521,7237,25.73232,-80.23722,907270.37,509128.97,CONTAMINATED
-80.126193253652232,25.930152202591199,138,3122140070090,01,SUNNY ISLE CHEVRON #7098,331, ,SUNNY ISLES,BLVD,UT,522,7238,25.93015,-80.12619,943346,581260,CONTAMINATED
-80.309475277802804,25.748375158317884,139,3040110250020,01,MARCHAN CHEVRON STATION,7085,SW,24,ST,UT,523,7239,25.74837,-80.30947,883455,514831,CONTAMINATED
-80.205848169757346,25.947918646972887,140,3421010210010,06,WARREN HENRY MOTORS (SAMKLE AUTOMOTIVE),18900,NW,2,AVE,UT,524,7240,25.94791,-80.20585,917127,587551,CONTAMINATED
-80.263852796386402,25.782802789636282,141,0131320230010,01,ALVAREZ CAR CARE CTR CORP,1101,NW,42,AVE,UT,525,7241,25.7828,-80.26385,898402.3293,527425.3792,CONTAMINATED
-80.245753891283229,25.779016793092314,142,0141040420070,05,SUNSHINE CHEVRON #47640,3060,NW,7,ST,UT,526,7242,25.77901,-80.24575,904366,526083,CONTAMINATED
-80.197093524968224,25.761645748635363,143,0141380510450,01,RAMIREZ 66,1245,SW,2,AVE,UT,528,7243,25.76164,-80.19709,920417.6823,519863.8505,CONTAMINATED
-80.21132275732198,25.809787943380833,144,0131260300290,01,36TH ST SUNOCO MACMILLAN,980,NW,36,ST,UT,529,7244,25.80978,-80.21132,915629.6327,537333.6419,CONTAMINATED
-80.23372603712707,25.84333130171408,145,3031100281910,01,RAMBEAUS SRVC CTR,7500,NW,22,AVE,UT,530,7245,25.84333,-80.23372,908188,549482,CONTAMINATED
-80.249708203298695,25.735393637603512,146,0141160460010,05,J. S. MOBIL,3498,S,DIXIE,HWY,UT,531,7246,25.73539,-80.24971,903154.9465,510220.1733,CONTAMINATED
